KD-Nr.;Firma;Land;PLZ;Ort;UmsatzKL;Verk.;SP;SP2;Bl;Umsatz AJ;Umsatz VJ;Umsatz VVJ;l Besuch;UK;PN1;PN2;NKEB;WV;WV u;QB;VP
107.574;lxgwnnhh;DE;88131;Kaufering;;22;;;;;;;18.03.2014;;;;;;;;
107.575;oqjgi;DE;64646;Karlsruhe;;6;;;;;;;01.04.2014;;;;;;;;
107.576;pchisvlollxvxfmh;DE;82008;Bingen;;22;;;;;;;24.01.2011;;;;;;;;
107.580;hxeeilfddersua;DE;32427;Bad Marienberg;;8;;;;;;;;;;;;;;;
107.582;xhllskhxcutljlxp;DE;37073;Jülich;;11;;;;;;;20.04.2015;;;;;;;;
107.586;byt;DE;67071;Markranstadt;;2;;;;;;;;;;;;;;;
107.587;wq;DE;53225;Mettingen;;14;;;;;;;04.06.2012;;;;;;;;
107.589;nwtfuwcf;DE;23552;Hauneck-Unterhaun;;5;;;;;;;14.04.2015;;;;;;;;
107.591;ydynhlszuody;DE;63322;Rösrath;;6;;;;;;;;;;;;;;;
107.592;ky;DE;21073;Hamburg;;5;;;;;;;29.07.2014;;;;;;;;
107.598;fycdpxvy;DE;1277;Hagen;;44;;;;;;;27.04.2015;;;;;;;;
107.600;nzlt;DE;36145;Lahnau;;7;;;;;;;;;;;;;;;
107.601;wloxqxpcnlzfrvlyx;DE;1558;Großenkneten;;44;;;;;;;;;;;;;;;
107.602;b;DE;1558;Breitengüßbach;;44;;;;;;;;;;;;;;;
107.605;mdjhffzcaullahqwv;DE;1824;Hamburg;;44;;;;;;;;;;;;;;;
107.607;p;DE;23751;Düsseldorf;;5;;;;;;;;;;;;;;;
107.608;yss;DE;1900;Essen;;44;;;;;;;03.08.2010;;;;;;;;
107.609;hfpaqenhel;DE;1920;Landshut;;44;;;;;;;;;;;;;;;
107.611;yxvgfnq;DE;1920;Stockdorf;;44;;;;;;;19.12.2014;;;;;;;;
107.612;dfsh;DE;1936;Garbsen;;44;;;;;;;;;;;;;;;
107.615;aydnmqisgjzhv;DE;2739;Königsbrunn;;44;;;;;;;;;;;;;;;
107.618;cszntjjo;DE;17438;Viersen;;5;;;;;;;;;;;;;;;
107.619;dnzsfoubvelouvrglu;DE;83734;Berlin;;21;;;;;;;02.02.2012;;;;;;;;
107.623;oqddmzxp;DE;4277;Berlin;;44;;;;;;;;;;;;;;;
107.627;btlvlenfxlwmwre;DE;4736;Dresden;;44;;;;;;;;;;;;;;;
107.629;stgyjxzbqdrc;DE;17509;Bregenz/Vorarlberg;;5;;;;;;;18.06.2010;;;;;;;;
107.630;r;DE;6385;Meerbusch;;44;;;;;;;;;;;;;;;
107.634;dyk;DE;9127;Sassnitz;;44;;;;;;;09.10.2014;;;;;;;;
107.635;gigypae;DE;46446;Bad Neustadt;;19;;;;;;;18.02.2014;;;;;;;;
107.636;buhoelroqxlx;DE;66709;Waldshut-Tiengen;;2;;;;;;;;;;;;;;;
107.638;yynsxen;DE;76287;Kassel;;2;;;;;;;;;;;;;;;
107.639;cufhpttsyhee;DE;44287;Waldenburg;;19;;;;;;;02.04.2014;;;;;;;;
107.640;lqiumhx;DE;12099;Neu Ulm;;17;;;;;;;;;;;;;;;
107.643;tstvx;DE;66386;Nürtingen;;2;;;;;;;20.02.2014;;;;;;;;
107.645;bu;DE;7381;Lingen;;44;;;;;;;01.10.2012;;;;;;;;
107.646;tbnlbgwzezhglncgyj;DE;7549;Waldkirch;;44;;;;;;;;;;;;;;;
107.648;iaacyungxmgtt;DE;7639;Pattensen;;44;;;;;;;;;;;;;;;
107.649;hrpjfpofdajmtj;DE;7743;Hesel;;44;;;;;;;02.02.2012;;;;;;;;
107.650;gyqbzubafzru;DE;7743;Oldenburg;;44;;;;;;;23.08.2012;;;;;;;;
107.653;hidwomappelauv;DE;7768;Kirkel;;44;;;;;;;;;;;;;;;
107.654;gmdjxnyzmbjd;DE;7768;Würzburg;;44;;;;;;;27.03.2014;;;;;;;;
107.655;wwkaflshphbi;DE;8066;Wien;;44;;;;;;;;;;;;;;;
107.658;iegaskjbruvuucgwrc;DE;8349;Eberswalde;;44;;;;;;;11.02.2010;;;;;;;;
107.659;tidfmkdlhqpi;DE;8529;Uelsen;;44;;;;;;;;;;;;;;;
107.661;atbntyjkieyfadizcv;DE;9116;Crivitz;;44;;;;;;;31.07.2012;;;;;;;;
107.662;ce;DE;9123;Eberswalde;;44;;;;;;;;;;;;;;;
107.665;esuylqvqjsmzp;DE;9306;Istanbul;;44;;;;;;;10.05.2012;;;;;;;;
107.666;guo;DE;9306;Koblenz;;44;;;;;;;07.06.2012;;;;;;;;
107.667;jdpmh;DE;9326;Bonn;;44;;;;;;;;;;;;;;;
107.669;bricaeltrxqqp;DE;68163;Rheurdt;;6;;;;;;;;;;;;;;;
107.670;fbxehgmhueggso;DE;24103;Görlitz;;5;;;;;;;;;;;;;;;
107.672;osbgpjzjtbaghycedk;DE;88356;Gschwend;;22;;;;;;;;;;;;;;;
107.674;lntz;DE;10585;Isny im Allgäu;;17;;;;;;;;;;;;;;;
107.675;l;DE;10589;Ruhpolding;;17;;;;;;;;;;;;;;;
107.677;gphpufjsn;DE;44137;Ispringen;;19;;;;;;;06.01.2015;;;;;;;;
107.679;dfmwnopxpqonyrtm;DE;10711;Köln;;17;;;;;;;25.01.2010;;;;;;;;
107.680;fckbemszzcxemskpy;DE;82178;Altenstadt;;22;;;;;;;26.03.2012;;;;;;;;
107.681;jskvpdunxxhnf;DE;10719;Bramsche;;98;;;;;;;27.04.2010;;;;;;;;
107.683;flptxjyurbu;DE;12247;Meckenbeuren;;17;;;;;;;17.12.2009;;;;;;;;
107.684;qkrznu;DE;12437;Dachau;;17;;;;;;;12.05.2010;;;;;;;;
107.685;qwanmkocisgcpbke;DE;12487;Landolfshausen;;17;;;;;;;19.02.2010;;;;;;;;
107.692;wbbqsdtabiasmp;DE;14669;Saitama;;17;;;;;;;;;;;;;;;
107.694;ejzdzvntenaimh;DE;14776;Michelstadt;;17;;;;;;;;;;;;;;;
107.695;byaufx;DE;14929;Rottenburg;;17;;;;;;;;;;;;;;;
107.697;yxxciytsfferlnm;DE;15306;Lohr;;17;;;;;;;;;;;;;;;
107.698;nxwcjaiflxqct;DE;15344;Falkensee;;17;;;;;;;;;;;;;;;
107.699;zbbkqopeqmbelphyoo;DE;15738;Bamberg;;17;;;;;;;;;;;;;;;
107.700;laavulvdwfjbsf;DE;15755;Weißenfels;;17;;;;;;;;;;;;;;;
107.701;lqeakctgsmlvaxdh;DE;15938;Weiden;;17;;;;;;;;;;;;;;;
107.702;loxdma;DE;16259;Mehltheuer;;17;;;;;;;;;;;;;;;
107.704;qtfgwz;DE;25704;Kempen;;5;;;;;;;;;;;;;;;
107.706;kfz;DE;16515;Mosbach;;17;;;;;;;;;;;;;;;
107.707;ydekk;DE;16928;Magdeburg;;17;;;;;;;;;;;;;;;
107.708;arevmglhcquebc;DE;17087;Borken;;5;;;;;;;;;;;;;;;
107.710;fxhbtnhblwdy;DE;17139;Wörth;;5;;;;;;;;;;;;;;;
107.711;nhjcyslkdibmktvrsz;DE;17207;Leutkirch;;5;;;;;;;;;;;;;;;
107.712;dznaxhbfgfdg;DE;17375;Straubing ;;5;;;;;;;;;;;;;;;
107.713;fzcwkdoegaotqol;DE;18055;Schierling;;5;;;;;;;08.09.2009;;;;;;;;
107.714;kkbyxw;DE;18184;Wittingen;;5;;;;;;;;;;;;;;;
107.716;kuc;DE;77815;Ravensburg;;3;;;;;;;03.11.2014;;;;;;;;
107.717;snzpkq;DE;73340;Saarbrücken;;33;;;;;;;11.06.2014;;;;;;;;
107.719;qvn;DE;45127;Groß-Umstadt;;16;;;;;;;22.04.2015;;;;;;;;
107.721;ezxqcnnvhzljwlvp;DE;45130;Rhaunen;;16;;;;;;;27.06.2011;;;;;;;;
107.722;aujcybakuwhqypdbrk;DE;48153;Düsseldorf;;8;;;;;;;10.10.2013;;;;;;;;
107.724;zhduthmnnekb;DE;18057;Bergisch Gladbach;;5;;;;;;;;;;;;;;;
107.725;wpupmoldmkmpsapttn;DE;18147;Dahlewitz-Hoppegarten;;5;;;;;;;;;;;;;;;
107.727;eoqiyrhvwuexehz;DE;18225;Bochum;;5;;;;;;;;;;;;;;;
107.728;uyzhj;DE;18233;Bassum;;5;;;;;;;;;;;;;;;
107.729;ozkb;DE;18273;Frankfurt Oder;;5;;;;;;;21.01.2013;;;;;;;;
107.731;iurxnrmstkropstbst;DE;18581;Wiesbaden;;5;;;;;;;15.09.2009;;;;;;;;
107.732;bvkpdhcqr;DE;78224;Rietschen;;3;;;;;;;10.05.2011;;;;;;;;
107.733;hmqahppcomkuapp;DE;19294;Hamburg;;5;;;;;;;;;;;;;;;
107.735;fimfz;DE;19399;Speyer;;5;;;;;;;;;;;;;;;
107.736;vlwwvfcmoz;DE;20535;Witten;;5;;;;;;;17.01.2014;;;;;;;;
107.738;a;DE;20253;Berlin;;5;;;;;;;;;;;;;;;
107.739;ncyieczzdmluulgh;DE;21077;Berlin;;5;;;;;;;30.09.2014;;;;;;;;
107.741;amodxzk;DE;45329;München;;16;;;;;;;31.03.2014;;;;;;;;
107.742;izkgrevbio;DE;53539;Augsburg;;14;;;;;;;06.04.2010;;;;;;;;
107.743;nzqqevqxdmvymzqpj;DE;20097;Iserlohn;;5;;;;;;;13.04.2015;;;;;;;;
107.744;zifvpthgliodrphzq;DE;91233;Frankfurt;;10;;;;;;;29.04.2010;;;;;;;;
107.746;jykrmi;DE;21680;  Köln;;15;;;;;;;06.05.2015;;;;;;;;
107.749;aqezwez;DE;22459;Duisburg;;5;;;;;;;27.04.2015;;;;;;;;
107.750;wovyttlqec;DE;22767;Deidesheim;;5;;;;;;;24.09.2014;;;;;;;;
107.752;iaiuwlgsawjyahz;DE;23560;Hannover;;5;;;;;;;;;;;;;;;
107.755;oq;DE;4159;Lunzenau;;44;;;;;;;16.04.2014;;;;;;;;
107.756;mplxbyyiaaexs;DE;70734;Engelskirchen-Loope;;32;;;;;;;01.09.2011;;;;;;;;
107.759;zouqel;DE;42329;Melsungen;;16;;;;;;;26.11.2014;;;;;;;;
107.760;sxbg;DE;26121;Heidelberg;;15;;;;;;;;;;;;;;;
107.761;odgbktdvpufzkw;DE;49624;Dorsten;;8;;;;;;;24.07.2012;;;;;;;;
107.762;tucryykhlzuf;DE;54292;Rostock;;14;;;;;;;02.12.2014;;;;;;;;
107.763;tyobsyicjdekhyjm;DE;23684;Neustadt/Helstorf;;5;;;;;;;;;;;;;;;
107.764;dtnkycdsggem;DE;23816;Siegen;;5;;;;;;;08.10.2014;;;;;;;;
107.765;lpmyrrtclboqupozd;DE;23843;Baden-Dättwill;;5;;;;;;;30.01.2015;;;;;;;;
107.767;kjjwejltbkrdkhybtm;DE;24103;Halle;;5;;;;;;;14.01.2014;;;;;;;;
107.768;wevpqjmfqnavrk;DE;24103;Rödermark;;5;;;;;;;10.03.2014;;;;;;;;
107.771;erbcqri;DE;12099;Dietersheim;;17;;;;;;;;;;;;;;;
107.772;zd;DE;24119;Röthenbach a.d. Pegnitz;;5;;;;;;;15.03.2010;;;;;;;;
107.773;sxeyhdzbcl;DE;24161;Stein;;5;;;;;;;17.10.2014;;;;;;;;
107.774;sjqynuiaekvunj;DE;24220;Stolberg;;5;;;;;;;18.06.2013;;;;;;;;
107.775;afwuyzzliaxghsspsm;DE;24259;Lübeck;;5;;;;;;;;;;;;;;;
107.776;m;DE;24601;Rheinbach;;5;;;;;;;;;;;;;;;
107.777;khjg;DE;24638;Büttelborn;;5;;;;;;;;;;;;;;;
107.778;zsrmgrbhspyxisv;DE;25524;Sommerhausen;;5;;;;;;;;;;;;;;;
107.780;jzujpyfxuvg;DE;63128;Germering;;6;;;;;;;29.04.2015;;;;;;;;
107.781;cjp;DE;25999;Hamburg;;5;;;;;;;;;;;;;;;
107.783;jpryjvnxm;DE;26135;Karlsruhe;;15;;;;;;;;;;;;;;;
107.784;rwrzspqohbhmqzq;DE;26427;Möhrendorf ;;15;;;;;;;;;;;;;;;
107.785;apnsfengxc;DE;26441;Töging;;15;;;;;;;;;;;;;;;
107.787;rozcgnfqykiea;DE;93128;Teutschenthal;;10;;;;;;;26.06.2012;;;;;;;;
107.788;zbvkwycp;DE;10715;Delmenhorst;;17;;;;;;;;;;;;;;;
107.789;osfle;DE;26802;Münster;;15;;;;;;;05.05.2015;;;;;;;;
107.790;g;DE;26909;Bad Reichenhall;;15;;;;;;;17.09.2013;;;;;;;;
107.791;gbbqdw;DE;31089;Waldalgesheim;;12;;;;;;;;;;;;;;;
107.792;txypixxosfnawdbrc;DE;30169;Sittensen;;8;;;;;;;22.01.2010;;;;;;;;
107.793;mrpucg;DE;30177;Kiel;;8;;;;;;;02.11.2009;;;;;;;;
107.797;cfklc;DE;53332;Oberasbach;;14;;;;;;;19.06.2013;;;;;;;;
107.798;sccancxtbrxhj;DE;25524;Menden;;5;;;;;;;15.10.2014;;;;;;;;
107.799;kp;DE;28359;Osnabrück;;15;;;;;;;09.02.2015;;;;;;;;
107.804;kpy;DE;31180;Weilheim;;12;;;;;;;;;;;;;;;
107.805;bkdrtfpu;DE;32052;Stuttgart;;8;;;;;;;;;;;;;;;
107.806;ndtwvtvbptolawo;DE;32105;Schwalbach;;8;;;;;;;;;;;;;;;
107.807;cxphutrfm;DE;32257;Bonn;;8;;;;;;;;;;;;;;;
107.808;ttcwv;DE;32351;Lemgo;;8;;;;;;;07.05.2015;;;;;;;;
107.809;pgexkqfbaxqhvripr;DE;29549;Frankfurt;;15;;;;;;;05.03.2015;;;;;;;;
107.810;qsfejnhq;DE;32549;Tuttlingen;;8;;;;;;;;;;;;;;;
107.812;wlxjbmus;DE;33330;Marburg;;8;;;;;;;14.07.2010;;;;;;;;
107.813;bsadvvqwigxitaq;DE;33415;Höchberg;;8;;;;;;;;;;;;;;;
107.816;ft;DE;33602;Hanau;;8;;;;;;;;;;;;;;;
107.817;napctlyofjm;DE;33604;Ostbevern;;8;;;;;;;02.02.2012;;;;;;;;
107.820;xofjsaciw;DE;33615;Biberach;;8;;;;;;;05.05.2015;;;;;;;;
107.821;okwjxonl;DE;33719;Öhringen;;8;;;;;;;24.06.2014;;;;;;;;
107.822;gvsvaiykayhhogvb;DE;61231;Schwarzenberg;;7;;;;;;;08.11.2010;;;;;;;;
107.823;ruzp;DE;83098;Limburg;;21;;;;;;;;;;;;;;;
107.824;yrspisdbkpdbpwye;DE;34117;Leverkusen;;11;;;;;;;28.07.2009;;;;;;;;
107.827;smvjxphglmv;DE;35329;Düsseldorf;;7;;;;;;;;;;;;;;;
107.828;aiibuwssexxplxr;DE;35463;Bad-Fallingbostel;;7;;;;;;;22.10.2014;;;;;;;;
107.829;zvbfc;DE;36037;Fürth/Burgfarrnbach;;7;;;;;;;;;;;;;;;
107.830;quqoze;DE;36043;Eckernförde;;7;;;;;;;02.05.2013;;;;;;;;
107.831;iddhwjbql;DE;9113;Velpke;;44;;;;;;;03.02.2010;;;;;;;;
107.832;hhifiqqgjqpjgif;DE;17033;Speyer;;5;;;;;;;;;;;;;;;
107.833;dabolbftzshxqjx;DE;86609;Neubrandenburg;;22;;;;;;;04.04.2014;;;;;;;;
107.836;fxmmqqjkmufscrmw;DE;37339;Pforzheim;;11;;;;;;;23.04.2015;;;;;;;;
107.839;zhknl;DE;38268;Ditzingen;;12;;;;;;;06.05.2014;;;;;;;;
107.840;ftsheflu;DE;38486;Essen;;12;;;;;;;12.11.2009;;;;;;;;
107.842;qbqxhywfd;DE;39130;Bad Honnef;;12;;;;;;;26.02.2015;;;;;;;;
107.843;hviyaegbzprlnqik;DE;39108;Delmenhorst;;12;;;;;;;29.04.2015;;;;;;;;
107.844;of;DE;39307;Berlin;;12;;;;;;;;;;;;;;;
107.845;uwbk;DE;39435;Parow;;12;;;;;;;;;;;;;;;
107.846;segctvodmaijjbe;DE;90402;Radolfzell;;10;;;;;;;;;;;;;;;
107.847;dakpwfdemxsqh;DE;24582;Koblenz;;5;;;;;;;24.06.2013;;;;;;;;
107.854;wclmhftvtbvqmzcvw;DE;40237;Neukirchen;;9;;;;;;;10.07.2009;;;;;;;;
107.855;owihzeazfzqdg;DE;40210;München;;9;;;;;;;18.07.2011;;;;;;;;
107.856;cmkpquivcrmc;DE;40476;Naumburg;;9;;;;;;;21.04.2015;;;;;;;;
107.857;otxaknhv;DE;40479;Redwitz;;9;;;;;;;;;;;;;;;
107.859;e;DE;40591;Leipzig;;9;;;;;;;08.05.2012;;;;;;;;
107.861;csexc;DE;40627;Berlin;;9;;;;;;;;;;;;;;;
107.862;zsevcacdnupsmu;DE;40627;Gerzen;;9;;;;;;;07.05.2015;;;;;;;;
107.863;eksprpeeuipq;DE;40721;Berlin;;9;;;;;;;06.05.2014;;;;;;;;
107.865;eifgwswaytlg;DE;40764;Fischerhude;;9;;;;;;;;;;;;;;;
107.866;ecrvxsgdfstr;DE;40789;München;;9;;;;;;;;;;;;;;;
107.867;lpxaslgupzf;DE;40822;Bad Mergentheim;;9;;;;;;;;;;;;;;;
107.868;mgytfhuufjzo;DE;8523;Bochum;;44;;;;;;;;;;;;;;;
107.869;zpcehkinnwvrdwzk;DE;40210;Köln;;9;;;;;;;;;;;;;;;
107.870;hofwqktfsuwfsadtkn;DE;12351;Münster;;17;;;;;;;;;;;;;;;
107.872;iasnpxps;DE;46238;Mistelbach;;19;;;;;;;04.12.2012;;;;;;;;
107.874;myvakadzluwgq;DE;38518;Buchholz;;12;;;;;;;;;;;;;;;
107.875;xbxucwlsblgivb;DE;53501;Goslar;;14;;;;;;;;;;;;;;;
107.877;uzrggfcykhwucuois;DE;89075;Waghäusel;;22;;;;;;;25.03.2014;;;;;;;;
107.878;dbqtwt;DE;20357;Kizilay / Ankara;;5;;;;;;;28.11.2014;;;;;;;;
107.881;unqvxog;DE;40878;Stuttgart;;9;;;;;;;;;;;;;;;
107.884;mutaawevczdsoqr;DE;41334;Ingolstadt;;9;;;;;;;;;;;;;;;
107.887;bsyjk;DE;41464;Duisburg;;9;;;;;;;01.06.2010;;;;;;;;
107.888;bwpkb;DE;41472;Amberg;;9;;;;;;;22.04.2015;;;;;;;;
107.890;iwqmfrsgxdasbx;DE;41849;Elsenfeld;;9;;;;;;;;;;;;;;;
107.891;luvgnzkvdtjxpnxvu;DE;42287;Waltrop;;16;;;;;;;09.09.2014;;;;;;;;
107.894;hvztutrqenbjqdud;DE;42551;Schwarmstedt;;16;;;;;;;07.08.2013;;;;;;;;
107.896;qrxryh;DE;42697;Herne;;16;;;;;;;28.01.2015;;;;;;;;
107.900;pkrpyzfgxrhnzqxwhr;DE;44623;Bad Wildungen;;19;;;;;;;22.10.2012;;;;;;;;
107.901;irhugtwg;DE;42349;Passau;;16;;;;;;;12.03.2014;;;;;;;;
107.902;xjlwwexpkdjwh;DE;44795;Bad Bocklet/Aschach;;19;;;;;;;21.04.2015;;;;;;;;
107.904;rc;DE;44869;Nordhorn;;19;;;;;;;19.09.2014;;;;;;;;
107.905;spudnrrqojn;DE;45131;Seesen;;16;;;;;;;23.06.2010;;;;;;;;
107.906;ohnvmektkhf;DE;45133;Bamberg;;16;;;;;;;22.05.2013;;;;;;;;
107.911;eluc;DE;47051;Göttingen;;19;;;;;;;14.10.2014;;;;;;;;
107.913;pmyvfshhldeaxmfxoc;DE;46282;Eselborn;;19;;;;;;;25.06.2012;;;;;;;;
107.914;ykmytkaark;DE;46485;Beilrode;;19;;;;;;;25.10.2013;;;;;;;;
107.915;oznaj;DE;37077;Neuwied;;12;;;;;;;;;;;;;;;
107.917;nzorumldlvivw;DE;47803;Grimma;;9;;;;;;;15.04.2015;;;;;;;;
107.918;lomaybtxtvc;DE;47802;Oerlenbach;;9;;;;;;;24.03.2015;;;;;;;;
107.919;oc;DE;47829;Muhr am See;;9;;;;;;;24.03.2015;;;;;;;;
107.920;kvtzwtvstxkcwfugnf;DE;47906;Hamburg;;9;;;;;;;;;;;;;;;
107.921;szqjuvafiqh;DE;47918;Remscheid;;9;;;;;;;31.07.2014;;;;;;;;
107.922;iuoyjfmdfnikofg;DE;48143;Mainz;;8;;;;;;;08.05.2014;;;;;;;;
107.923;dgix;DE;48153;Kaarst;;8;;;;;;;11.05.2015;;;;;;;;
107.924;hzqby;DE;42653;Hattersheim am Main;;16;;;;;;;20.04.2009;;;;;;;;
107.926;joanzxlmzlc;DE;48157;Wesseling;;8;;;;;;;;;;;;;;;
107.927;bvtlqlrplze;DE;48159;Berlin;;8;;;;;;;;;;;;;;;
107.928;bortzucokjt;DE;29525;Waghäusel;;15;;;;;;;;;;;;;;;
107.929;uvm;DE;48291;Flonheim;;8;;;;;;;18.10.2013;;;;;;;;
107.930;ayxthgq;DE;48341;Bruchköbel;;8;;;;;;;08.06.2010;;;;;;;;
107.932;lp;DE;48351;Versmold;;8;;;;;;;29.04.2015;;;;;;;;
107.934;gs;DE;48429;Worpswede;;8;;;;;;;;;;;;;;;
107.935;lapfmkjsrwr;DE;48531;Weimar-Niederweimar;;8;;;;;;;11.06.2013;;;;;;;;
107.936;ctvnriguktzvr;DE;48577;Heilbronn;;8;;;;;;;;;;;;;;;
107.937;yxieuysionqyito;DE;48599;Wolfsburg;;8;;;;;;;;;;;;;;;
107.940;a;DE;49090;Dresden;;8;;;;;;;;;;;;;;;
107.941;fclcdz;DE;49584;Kassel;;8;;;;;;;30.03.2015;;;;;;;;
107.942;kbehyl;DE;49809;Bramsche;;8;;;;;;;30.03.2015;;;;;;;;
107.943;bmjcidact;DE;30159;Greifswald;;8;;;;;;;06.05.2015;;;;;;;;
107.944;ajvenwo;DE;58456;Gelnhausen;;4;;;;;;;;;;;;;;;
107.945;kkmxqzkgxco;DE;49477;Herne;;8;;;;;;;;;;;;;;;
107.946;ihkmxlgsyd;DE;49661;Deißlingen;;8;;;;;;;28.06.2013;;;;;;;;
107.948;akktiqdv;DE;35390;Panketal;;7;;;;;;;;;;;;;;;
107.949;ryqzyjxb;DE;44265;Seoul 110-615/Korea;;19;;;;;;;14.02.2013;;;;;;;;
107.950;acbjxdntzzvfm;DE;80336;Düsseldorf;;21;;;;;;;;;;;;;;;
107.951;i;DE;53879;Altdorf;;14;;;;;;;15.09.2014;;;;;;;;
107.952;iiryxccuhubuhxtwsk;DE;24980;Bremen;;5;;;;;;;16.03.2015;;;;;;;;
107.953;gtnz;DE;95473;Mannheim;;10;;;;;;;21.11.2012;;;;;;;;
107.954;z;DE;96450;Vreden;;10;;;;;;;30.03.2015;;;;;;;;
107.955;ufxktfgtbezywjyso;DE;88630;Stephanskirchen ;;22;;;;;;;;;;;;;;;
107.957;ttkgx;DE;51109;Heilbronn;;16;;;;;;;;;;;;;;;
107.958;wbnsrmcgvumrft;DE;44135;Berga;;19;;;;;;;25.03.2015;;;;;;;;
107.959;mdubjnymdmb;DE;33602;Passau;;8;;;;;;;05.05.2015;;;;;;;;
107.961;rrootpognu;DE;50226;Buchholz;;14;;;;;;;;;;;;;;;
107.962;kroddaqxvi;DE;50226;Maintal;;14;;;;;;;03.05.2011;;;;;;;;
107.964;ctplauzlgth;DE;50226;Brandenburg;;14;;;;;;;;;;;;;;;
107.965;dfeospybsthssdd;DE;50259;Lichtenau;;14;;;;;;;;;;;;;;;
107.966;ekgbnhn;DE;51373;Neu Kloster;;9;;;;;;;23.04.2015;;;;;;;;
107.970;nzufdxtgqxyqrqcr;DE;52477;Torgau;;9;;;;;;;;;;;;;;;
107.971;jnvdeizttv;DE;50737;Bochum;;16;;;;;;;17.11.2010;;;;;;;;
107.972;xashs;DE;50739;Graz;;16;;;;;;;16.06.2009;;;;;;;;
107.974;iamximivqxgiykkpyj;DE;50997;Frankfurt;;16;;;;;;;30.10.2014;;;;;;;;
107.975;eygvfphpkp;DE;51145;Böhl-Iggelheim;;16;;;;;;;10.02.2011;;;;;;;;
107.976;pxvcogghhfw;DE;51147;Passau;;16;;;;;;;03.07.2014;;;;;;;;
107.977;xjjfjayuls;DE;51429;Wetzlar;;16;;;;;;;13.04.2015;;;;;;;;
107.978;kmlfknua;DE;51503;Saarbrücken;;16;;;;;;;27.10.2009;;;;;;;;
107.979;ljlfngzgncw;DE;51065;Fulda;;16;;;;;;;22.04.2010;;;;;;;;
107.980;a;DE;51067;Leipzig;;16;;;;;;;;;;;;;;;
107.984;zwqvjtqhu;DE;24109;Kümmersbruck;;5;;;;;;;17.10.2014;;;;;;;;
107.985;qzfh;DE;32694;St. Ingbert;;8;;;;;;;04.05.2015;;;;;;;;
107.986;uqlkvytbqgixc;DE;20459;Limburg;;5;;;;;;;;;;;;;;;
107.988;rjdg;DE;71254;München;;33;;;;;;;09.02.2012;;;;;;;;
107.989;pbqgzoefdknjigch;DE;66287;Delitzsch;;2;;;;;;;20.04.2015;;;;;;;;
107.992;xvjsvxuzyvnwhpv;DE;52511;Wolfsburg;;9;;;;;;;;;;;;;;;
107.995;bcdtakwehvv;DE;53474;Hamburg;;14;;;;;;;;;;;;;;;
107.997;krqqft;DE;53840;Pforzheim;;14;;;;;;;;;;;;;;;
107.998;jebpupzslkirza;DE;53881;Villach;;14;;;;;;;;;;;;;;;
108.000;ovejdyvpmc;DE;54587;Hamburg-Bergedorf ;;14;;;;;;;;;;;;;;;
108.001;hcerfhrpsokuchh;DE;54595;Longuich;;14;;;;;;;;;;;;;;;
108.002;aupmmyjqxypbr;DE;56290;Karlsruhe;;14;;;;;;;;;;;;;;;
108.004;ffonlqtgonoqhvdx;DE;55545;Visselshövede;;2;;;;;;;;;;;;;;;
108.005;fh;DE;74523;Judendorf-Straßengel;;33;;;;;;;;;;;;;;;
108.006;du;DE;56858;Herzberg-Pöhlde;;14;;;;;;;;;;;;;;;
108.007;zvuavvmqmt;DE;12489;Langen;;17;;;;;;;30.04.2010;;;;;;;;
108.009;dyjbfirwqdadngswv;DE;26607;Hameln;;15;;;;;;;12.02.2015;;;;;;;;
108.010;tqofycynlshnlhrmq;DE;57076;Sasbach;;4;;;;;;;;;;;;;;;
108.011;ecw;DE;58091;Neuss;;4;;;;;;;16.06.2014;;;;;;;;
108.012;bfmxfvxskly;DE;58285;Espelkamp;;4;;;;;;;22.09.2010;;;;;;;;
108.014;nypwunlxqxqitrob;DE;59199;Wriedel;;4;;;;;;;;;;;;;;;
108.015;lcfkabvevp;DE;59302;Rimsting;;4;;;;;;;29.02.2012;;;;;;;;
108.016;mcvrb;DE;59348;Riedering;;4;;;;;;;;;;;;;;;
108.017;ezfqkc;DE;59425;Darmstadt;;4;;;;;;;20.04.2011;;;;;;;;
108.018;ytwirnqcfklbawlr;DE;59557;Bretten;;4;;;;;;;;;;;;;;;
108.019;mwte;DE;58285;Mühlheim;;4;;;;;;;22.07.2014;;;;;;;;
108.021;hkuxkcvttakef;DE;58454;Braunschweig;;19;;;;;;;02.09.2013;;;;;;;;
108.022;ssdh;DE;54317;Offenbach;;14;;;;;;;;;;;;;;;
108.023;tma;DE;56751;Dresden;;14;;;;;;;15.04.2014;;;;;;;;
108.024;hhnb;DE;61206;Duisburg;;7;;;;;;;;;;;;;;;
108.027;xogd;DE;2625;Einhausen;;44;;;;;;;09.08.2012;;;;;;;;
108.031;xonhri;DE;64347;Leipzig;;6;;;;;;;;;;;;;;;
108.032;emw;DE;65719;Braunschweig;;7;;;;;;;;;;;;;;;
108.033;idjkvm;DE;66352;Dobitschen;;2;;;;;;;;;;;;;;;
108.034;geqmcky;DE;94327;Oberkochen;;10;;;;;;;24.11.2014;;;;;;;;
108.035;smdp;DE;32791;Voitsberg;;8;;;;;;;;;;;;;;;
108.036;nbgyfoguckkmjte;DE;93149;Burgheim;;10;;;;;;;27.03.2013;;;;;;;;
108.037;gusqxowtcefn;DE;37120;Creußen;;11;;;;;;;;;;;;;;;
